eiendom,adresse,bydel,eier,bruksnavn,areal,kommune
0301-1/3/0/0,,,Eiendoms- og byfornyelsesetaten,,5560.1,
0301-10/1007/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,1655.6,
0301-10/1033/0/0,,,Eiendoms- og byfornyelsesetaten,,465.0,
0301-10/1042/0/0,,,Eiendoms- og byfornyelsesetaten,,1194.0,
0301-10/1049/0/0,,,Eiendoms- og byfornyelsesetaten,"Atkomst av uregistrert grunn, se merknad",305.7,
0301-10/1102/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,3779.6,
0301-10/1116/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1241.0,
0301-10/1146/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,826.6,
0301-10/115/0/0,,,Eiendoms- og byfornyelsesetaten,Sponhugget,17887.6,
0301-10/1161/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,372.3,
0301-10/1167/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,11834.0,
0301-10/1197/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,826.5,
0301-10/1199/0/0,,,Oslobygg KF,Kommunaltekn.anlegg (atkomst),471.6,
0301-10/1200/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1922.5,
0301-10/1203/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn (se merknad),16816.0,
0301-10/1204/0/0,Lilleakerveien 60A,Ullern,Eiendoms- og byfornyelsesetaten,Idrettsplass – Øraker skole,10274.8,
0301-10/1205/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,56.5,
0301-10/1206/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,689.3,
0301-10/1207/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,986.4,
0301-10/1210/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn Jonas Dahls vei,1841.7,
0301-10/1211/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,434.3,
0301-10/1212/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,3450.1,
0301-10/1228/0/0,,,Eiendoms- og byfornyelsesetaten,,797.5999999999999,
0301-10/1240/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,21376.1,
0301-10/1241/0/0,,,Eiendoms- og byfornyelsesetaten,,12086.4,
0301-10/1243/0/0,,,Eiendoms- og byfornyelsesetaten,,789.4,
0301-10/1253/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-10/23/0/0,,,Eiendoms- og byfornyelsesetaten,Lille Aker,1443.6,
0301-10/269/0/0,,,Eiendoms- og byfornyelsesetaten,,211.2,
0301-10/350/0/0,,,Eiendoms- og byfornyelsesetaten,,144.9,
0301-10/433/0/0,,,Eiendoms- og byfornyelsesetaten,Hartmanns vei,72.0,
0301-10/435/0/0,,,Eiendoms- og byfornyelsesetaten,Hartmanns vei,65.2,
0301-10/436/0/0,,,Eiendoms- og byfornyelsesetaten,Hartmanns vei,128.2,
0301-10/454/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,136.4,
0301-10/465/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,109.3,
0301-10/473/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,134.5,
0301-10/483/0/0,,,Eiendoms- og byfornyelsesetaten,Grunn mellom regv. og ny Bærumsb.,342.9,
0301-10/484/0/0,,,Eiendoms- og byfornyelsesetaten,Grunn mellom regv. og ny Bærumsb.,2164.5,
0301-10/485/0/0,,,Eiendoms- og byfornyelsesetaten,Grunn mellom regv. og ny Bærumsb.,599.3,
0301-10/486/0/0,,,Eiendoms- og byfornyelsesetaten,Grunn mellom regv. og ny Bærumsb.,1407.9,
0301-10/543/0/0,,,Eiendoms- og byfornyelsesetaten,Grunn mellom regv. og ny Bærumsb.,1457.6,
0301-10/544/0/0,,,Eiendoms- og byfornyelsesetaten,Grunn mellom regv. og ny Bærumsb.,111.6,
0301-10/561/0/0,,,Eiendoms- og byfornyelsesetaten,,22366.3,
0301-10/602/0/0,,,Eiendoms- og byfornyelsesetaten,,26729.5,
0301-10/67/0/0,,,Eiendoms- og byfornyelsesetaten,,15091.6,
0301-10/755/0/0,,,Eiendoms- og byfornyelsesetaten,,1419.8,
0301-10/795/0/0,,,Eiendoms- og byfornyelsesetaten,,307.2,
0301-10/950/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,1050.0,
0301-10/963/0/0,,,Eiendoms- og byfornyelsesetaten,Turvei A 1,18029.8,
0301-10/971/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,1481.6,
0301-10/983/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,297.6,
0301-10/991/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,1306.0,
0301-102/424/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-102/447/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-104/6/0/0,,,Eiendoms- og byfornyelsesetaten,"Sandvolden. Veigrunn, se merknad",,
0301-105/188/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-107/826/0/0,,,Eiendoms- og byfornyelsesetaten,,7542.6,
0301-107/836/0/0,Harald Sohlbergs vei 17,Alna,Oslobygg KF,Ellingsrudåsen skole,17693.0,
0301-107/854/0/0,Harald Sohlbergs vei 10,Alna,Oslobygg KF,Karihaugen barnehage,3800.7,
0301-107/937/0/0,Harald Sohlbergs vei 21,Alna,Oslobygg KF,,5273.8,
0301-109/3/0/0,,,Eiendoms- og byfornyelsesetaten,Nuggerud,,
0301-109/4/0/0,Rustadsaga 884,Marka,Eiendoms- og byfornyelsesetaten,Elvågen,15921273.3,
0301-109/6/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,100.0,
0301-11/1/0/0,,,Eiendoms- og byfornyelsesetaten,Luggerud,14597.9,
0301-11/109/0/0,,,Eiendoms- og byfornyelsesetaten,,1766.7,
0301-11/192/0/0,,,Eiendoms- og byfornyelsesetaten,Parsell 41,1081.7,
0301-11/197/0/0,,,Eiendoms- og byfornyelsesetaten,,188.5,
0301-11/203/0/0,,,Eiendoms- og byfornyelsesetaten,Parsell 38,2319.0,
0301-11/204/0/0,,,Eiendoms- og byfornyelsesetaten,Parsell 39,1800.7,
0301-11/208/0/0,,,Eiendoms- og byfornyelsesetaten,,545.1,
0301-11/216/0/0,,,Eiendoms- og byfornyelsesetaten,,39115.9,
0301-11/324/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,930.1,
0301-11/406/0/0,,,Eiendoms- og byfornyelsesetaten,,2165.6,
0301-11/42/0/0,,,Eiendoms- og byfornyelsesetaten,Frøtvedt,12309.1,
0301-11/432/0/0,,,Eiendoms- og byfornyelsesetaten,Turvei a 4,37.1,
0301-11/599/0/0,,,Eiendoms- og byfornyelsesetaten,,1924.8,
0301-11/600/0/0,,,Eiendoms- og byfornyelsesetaten,Uregistrert grunn,767.9,
0301-11/612/0/0,,,Eiendoms- og byfornyelsesetaten,,3517.9,
0301-112/24/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-112/27/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-114/23/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-12/16/0/0,,,Eiendoms- og byfornyelsesetaten,,14725.5,
0301-12/236/0/0,,,Eiendoms- og byfornyelsesetaten,,515.3,
0301-12/299/0/0,,,Eiendoms- og byfornyelsesetaten,Parsell 250,1218.6,
0301-12/631/0/0,,,Eiendoms- og byfornyelsesetaten,,1520.0,
0301-12/632/0/0,,,Eiendoms- og byfornyelsesetaten,,2954.1,
0301-12/635/0/0,,,Eiendoms- og byfornyelsesetaten,,232.0,
0301-12/638/0/0,,,Eiendoms- og byfornyelsesetaten,,13961.6,
0301-12/748/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,856.5,
0301-12/758/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,291.4,
0301-12/778/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",911.5,
0301-12/779/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",5132.2,
0301-12/785/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,976.5,
0301-12/787/0/0,,,Eiendoms- og byfornyelsesetaten,,541.6,
0301-120/13/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-122/19/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-122/25/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-122/369/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-122/503/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-122/509/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-124/311/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-126/95/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-126/96/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-126/97/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-127/11/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-127/67/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-129/123/0/0,Malerhaugveien 20G,Gamle Oslo,Eiendoms- og byfornyelsesetaten,,,
0301-13/11/0/0,,,Eiendoms- og byfornyelsesetaten,,289202.9,
0301-13/20/0/0,,,Eiendoms- og byfornyelsesetaten,,67624.9,
0301-13/30/0/0,,,Eiendoms- og byfornyelsesetaten,,96632.1,
0301-13/47/0/0,,,Eiendoms- og byfornyelsesetaten,,40526.9,
0301-13/5/0/0,Sørkedalsveien 720,Marka,Eiendoms- og byfornyelsesetaten,Storbråten,10.1,
0301-13/51/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,190.7,
0301-13/57/0/0,,,Eiendoms- og byfornyelsesetaten,,143271.6,
0301-13/58/0/0,,,Eiendoms- og byfornyelsesetaten,,7118.9,
0301-131/121/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-131/31/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-133/48/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst sporveisområde,,
0301-137/6/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-138/16/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-140/120/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-140/165/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-141/26/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-144/692/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-146/557/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-147/54/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-148/503/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,,
0301-149/329/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-149/429/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-149/958/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,,
0301-15/5/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn(busslomme),58.2,
0301-150/107/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-151/281/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-154/24/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-157/214/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-159/360/0/0,,,Boligbygg Oslo KF,Felles areal,146.0,
0301-16/13/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,139.1,
0301-16/14/0/0,,,Eiendoms- og byfornyelsesetaten,,94.5,
0301-16/18/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,157.7,
0301-162/286/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-166/3/0/0,,,Eiendoms- og byfornyelsesetaten,Sarabråten,,
0301-168/31/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-168/5/0/0,,,Eiendoms- og byfornyelsesetaten,Skulerud skog,,
0301-171/6/0/0,,,Eiendoms- og byfornyelsesetaten,Langbråten,,
0301-174/4/0/0,,,Eiendoms- og byfornyelsesetaten,Sandbakken,,
0301-177/5/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-180/606/0/44,,,Eiendoms- og byfornyelsesetaten,,,
0301-180/606/0/59,,,Eiendoms- og byfornyelsesetaten,,,
0301-180/606/0/68,,,Eiendoms- og byfornyelsesetaten,,,
0301-182/344/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,,
0301-182/652/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-182/725/0/0,,,Eiendoms- og byfornyelsesetaten,Se merkn.,,
0301-182/727/0/0,,,Eiendoms- og byfornyelsesetaten,Se merkn.,,
0301-182/728/0/0,,,Eiendoms- og byfornyelsesetaten,Se merkn.,,
0301-182/729/0/0,,,Eiendoms- og byfornyelsesetaten,Se merkn.,,
0301-182/936/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-182/953/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-182/957/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-191/171/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,,
0301-194/49/0/0,,,Eiendoms- og byfornyelsesetaten,Strandlinje,,
0301-194/938/0/0,,,Boligbygg Oslo KF,,202.9,
0301-196/11/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,98467.7,
0301-196/12/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,98467.7,
0301-196/3/0/0,Malmøykalven,Nordstrand,Eiendoms- og byfornyelsesetaten,,,
0301-196/66/0/0,,,Eiendoms- og byfornyelsesetaten,"Skjær , tilhører 196/31 – ikke mål",,
0301-197/216/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-197/218/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-197/358/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-197/95/0/0,,,Eiendoms- og byfornyelsesetaten,,1396.6,
0301-2/1160/0/0,,,Eiendoms- og byfornyelsesetaten,,1169.6,
0301-2/1189/0/0,,,Eiendoms- og byfornyelsesetaten,,3874.3,
0301-2/1235/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,273.7,
0301-2/1236/0/0,,,Eiendoms- og byfornyelsesetaten,Felles avkjørsel av ureg.gr.,456.6,
0301-2/1237/0/0,,,Eiendoms- og byfornyelsesetaten,Felles gangvei. Av ureg.gr.,110.0,
0301-2/1290/0/0,,,Eiendoms- og byfornyelsesetaten,,3157.3,
0301-2/1293/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-2/218/0/0,,,Eiendoms- og byfornyelsesetaten,,3464.6,
0301-2/46/0/0,,,Eiendoms- og byfornyelsesetaten,Triangelen,293.8,
0301-2/58/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,,
0301-2/583/0/0,,,Eiendoms- og byfornyelsesetaten,,548.4,
0301-2/620/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,44.2,
0301-2/622/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,452.4,
0301-2/667/0/0,,,Eiendoms- og byfornyelsesetaten,,1201.5,
0301-2/670/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,468.0,
0301-2/671/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,231.0,
0301-2/672/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,237.1,
0301-2/673/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,233.4,
0301-2/674/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,1017.5,
0301-2/676/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,8.7,
0301-2/677/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,277.6,
0301-2/678/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,44.2,
0301-2/679/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,351.8,
0301-2/681/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn dronninghavnveien,563.5,
0301-2/731/0/0,,,Eiendoms- og byfornyelsesetaten,Park,5756.6,
0301-2/91/0/0,,,Eiendoms- og byfornyelsesetaten,Løkenløkken,2858.8,
0301-2/970/0/0,,,Eiendoms- og byfornyelsesetaten,,3692.9,
0301-2/99/0/0,,,Eiendoms- og byfornyelsesetaten,Herbern,29609.0,
0301-207/169/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-207/170/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-208/439/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-208/548/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-208/783/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-208/977/0/0,Osterhaus' gate 22,St. Hanshaugen,Boligbygg Oslo KF,,594.1,
0301-209/321/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-209/322/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-209/377/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-213/33/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-213/454/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-213/74/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-214/389/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-214/468/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,,
0301-215/248/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-215/44/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-216/166/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-216/267/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-216/82/0/0,,,Eiendoms- og byfornyelsesetaten,Tidl. Adr. Kirkeveien 91,,
0301-217/528/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-219/200/0/0,,,Eiendoms- og byfornyelsesetaten,Vann- og fallretigheter,,
0301-219/23/0/0,,,Boligbygg Oslo KF,,2247.4,
0301-219/300/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn vøyensvingen,,
0301-219/50/0/0,,,Boligbygg Oslo KF,,1306.4,
0301-221/186/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-221/276/0/0,,,Eiendoms- og byfornyelsesetaten,Del av maridalsveien,,
0301-221/58/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-222/40/0/0,,,Boligbygg Oslo KF,,206.3,
0301-222/6/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-223/25/0/0,,,Boligbygg Oslo KF,,2784.7,
0301-224/185/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-224/346/0/0,,,Eiendoms- og byfornyelsesetaten,Vann og fallrettigh.akerselva,,
0301-225/306/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-225/32/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-225/376/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-225/414/0/0,,,Eiendoms- og byfornyelsesetaten,Vann og fallrettigheter,,
0301-228/22/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-228/47/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke målt,,
0301-230/310/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-230/487/0/0,Heimdalsgata 17,Gamle Oslo,Eiendoms- og byfornyelsesetaten,,,
0301-231/142/0/0,,,Eiendoms- og byfornyelsesetaten,Tidl. Adr. Gruegata 19,,
0301-231/144/0/0,,,Eiendoms- og byfornyelsesetaten,Tidl. Adr. Gruegata 21,,
0301-231/521/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-231/645/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-231/649/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-233/169/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-233/176/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-233/178/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-233/301/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-234/52/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-234/53/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-236/76/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-236/9/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-24/18/0/0,,,Eiendoms- og byfornyelsesetaten,,881.4,
0301-24/7/0/0,,,Eiendoms- og byfornyelsesetaten,,86671.6,
0301-27/1039/0/0,,,Eiendoms- og byfornyelsesetaten,,6595.0,
0301-27/1124/0/0,,,Eiendoms- og byfornyelsesetaten,Parkareal,2818.9,
0301-27/1126/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,305.2,
0301-27/1137/0/0,,,Eiendoms- og byfornyelsesetaten,,5745.7,
0301-27/1258/0/0,,,Eiendoms- og byfornyelsesetaten,,4842.5,
0301-27/1261/0/0,,,Oslobygg KF,,373.4,
0301-27/1327/0/0,,,Eiendoms- og byfornyelsesetaten,Gravlund- voksen kirkegård,93763.1,
0301-27/1328/0/0,,,Eiendoms- og byfornyelsesetaten,Gravlund,52655.4,
0301-27/1329/0/0,,,Eiendoms- og byfornyelsesetaten,,2329.7,
0301-27/1436/0/0,,,Eiendoms- og byfornyelsesetaten,,79423.5,
0301-27/1471/0/0,,,Boligbygg Oslo KF,,1902.5,
0301-27/1493/0/0,,,Eiendoms- og byfornyelsesetaten,,43495.2,
0301-27/1570/0/0,,,Eiendoms- og byfornyelsesetaten,,123.2,
0301-27/1571/0/0,,,Eiendoms- og byfornyelsesetaten,,29.7,
0301-27/1937/0/0,,,Eiendoms- og byfornyelsesetaten,,721.1,
0301-27/2080/0/0,,,Eiendoms- og byfornyelsesetaten,,29590.8,
0301-27/2109/0/0,,,Eiendoms- og byfornyelsesetaten,,4068.8,
0301-27/2111/0/0,,,Eiendoms- og byfornyelsesetaten,,4612.2,
0301-27/2114/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,2003.7,
0301-27/2115/0/0,,,Eiendoms- og byfornyelsesetaten,,,
0301-27/2245/0/0,,,Eiendoms- og byfornyelsesetaten,,11533.6,
0301-27/2246/0/0,,,Eiendoms- og byfornyelsesetaten,,25661.3,
0301-27/2263/0/0,,,Eiendoms- og byfornyelsesetaten,,14269.5,
0301-27/2264/0/0,,,Eiendoms- og byfornyelsesetaten,,5990.5,
0301-27/2285/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1013.6,
0301-27/2360/0/0,,,Eiendoms- og byfornyelsesetaten,,2637.1,
0301-27/2428/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,96.6,
0301-27/2635/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1398.0,
0301-27/2636/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,8704.0,
0301-27/2686/0/0,,,Oslobygg KF,Idr.plass,8472.9,
0301-27/2687/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1893.4,
0301-27/2688/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,1514.6,
0301-27/2734/0/0,,,Eiendoms- og byfornyelsesetaten,Friområde-park/lek,1106.2,
0301-27/2743/0/0,,,Eiendoms- og byfornyelsesetaten,,202.0,
0301-27/2744/0/0,,,Eiendoms- og byfornyelsesetaten,,505.5,
0301-27/2767/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,54.7,
0301-27/2784/0/0,,,Eiendoms- og byfornyelsesetaten,,208.9,
0301-27/2786/0/0,,,Eiendoms- og byfornyelsesetaten,,258.5,
0301-27/331/0/0,,,Eiendoms- og byfornyelsesetaten,Holmendannen østre del,24998.8,
0301-27/343/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,2434.2,
0301-27/344/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,188.9,
0301-27/345/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,882.9,
0301-27/374/0/0,,,Eiendoms- og byfornyelsesetaten,,762.9,
0301-27/375/0/0,,,Eiendoms- og byfornyelsesetaten,,13629.9,
0301-27/376/0/0,,,Eiendoms- og byfornyelsesetaten,,21845.7,
0301-27/384/0/0,,,Eiendoms- og byfornyelsesetaten,Elverhøi,421.0,
0301-27/51/0/0,,,Eiendoms- og byfornyelsesetaten,,1957.6,
0301-27/594/0/0,,,Eiendoms- og byfornyelsesetaten,,873.5,
0301-27/642/0/0,,,Eiendoms- og byfornyelsesetaten,Parsell 29,1507.7,
0301-27/674/0/0,,,Eiendoms- og byfornyelsesetaten,,343.9,
0301-27/705/0/0,,,Eiendoms- og byfornyelsesetaten,,86951.1,
0301-27/716/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn,,
0301-27/934/0/0,,,Eiendoms- og byfornyelsesetaten,Parkareal,18145.2,
0301-27/988/0/0,,,Eiendoms- og byfornyelsesetaten,Lekeplass,1597.2,
0301-28/1010/0/0,,,Eiendoms- og byfornyelsesetaten,,264.2,
0301-28/1020/0/0,,,Eiendoms- og byfornyelsesetaten,Barnehage,1830.5,
0301-28/115/0/0,,,Eiendoms- og byfornyelsesetaten,,502.7,
0301-28/1195/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,8829.2,
0301-28/1196/0/0,,,Eiendoms- og byfornyelsesetaten,Atkomst / gangvei.,1726.8,
0301-28/1207/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,2956.8,
0301-28/1222/0/0,,,Eiendoms- og byfornyelsesetaten,Veigrunn (frits kjærs vei),209.4,
0301-28/1226/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,3759.0,
0301-28/1227/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,2119.4,
0301-28/1228/0/0,,,Eiendoms- og byfornyelsesetaten,,332.0,
0301-28/1231/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,687.5,
0301-28/1232/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,2702.1,
0301-28/1235/0/0,,Ullern,Oslobygg KF,,,
0301-28/1236/0/0,,Ullern,Oslobygg KF,,,
0301-28/1238/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,459.0,
0301-28/1239/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,2270.3,
0301-28/1240/0/0,,,Eiendoms- og byfornyelsesetaten,,31.0,
0301-28/1241/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",4408.8,
0301-28/1242/0/0,,,Eiendoms- og byfornyelsesetaten,"Veigrunn, kun registrert i GAB",20.6,
0301-28/1244/0/0,,,Eiendoms- og byfornyelsesetaten,Ikke tinglyst veigrunn,136.7,
